Gene name	NCBI gene ID	KEGG Pathway and Enzyme ID
TXNRD1	7296	00450+1.8.1.9
ARHGAP44	9912	
PLEK	5341	
NEK6	10783	
STK38L	23012	
PTBP2	58155	
MAG	4099	
RNF31	55072	
PSG7	5676	
FBXO17	115290	
FBXO41	150726	
KCNA5	3741	
PSG11	5680	
PRPS1	5631	00030+2.7.6.1
PRPS1	5631	00230+2.7.6.1
PRPS1	5631	
TRIM32	22954	
TXNRD1	7296	
U2AF1L4	199746	
ADGRG1	9289	
ATP8B4	79895	
CDY2A	9426	
PSG2	5670	
SLC18B1	116843	
OSBPL9	114883	
ZNF467	168544	
SLC25A24	29957	
CCDC187	399693	
SLC28A1	9154	
SBK2	646643	
SBK3	100130827	
TRPV6	55503	
PSG6	5675	
ZNF579	163033	
PRLR	5618	
MS4A13	503497	
ZNF524	147807	
HRC	3270	
CHST11	50515	
TRIM9	114088	
MRPL2	51069	
PSENEN	55851	
FIZ1	84922	
ESRRG	2104	
AD000671.2		
SLC35E3	55508	
RPS12	6206	
ZMAT1	84460	
CEP78	84131	
LIN37	55957	
TMEM121	80757	
GCOM1	145781	
PSG5	5673	
SARS2	54938	00970+6.1.1.11
SLC41A2	84102	
NBPF4	148545	
MORF4L1	10933	
EIF3C	8663	
ALAS1	211	00860+2.3.1.37
ALAS1	211	00260+2.3.1.37
AP003108.2		
DNAJC25	548645	
SARS2	54938	
ANKS1A	23294	
ZNF865	100507290	
SLC27A2	11001	00071+6.2.1.3
SLC27A2	11001	00061+6.2.1.3
GRIK3	2899	
ALAS1	211	
DNAJC25-GNG10	552891	
FHAD1	114827	
SDHAF2	54949	
MRPS12	6183	
NTF3	4908	
CUL7	9820	
CD22	933	
DHCR7	1717	
GNG10	2790	
RPS4Y1	6192	
AC011455.2		00970+6.1.1.11
DNLZ	728489	
PIP5K1A	8394	
KMT2B	9757	00310+2.1.1.43
SLC22A2	6582	
DPYD	1806	
ALDH1L2	160428	00670+1.5.1.6
ALDH1L2	160428	00970+2.1.2.9
ALDH1L2	160428	00670+2.1.2.9
ALDH1L2	160428	
TMEM235	283999	
AD000671.1		
PSG4	5672	
ZNF784	147808	
CENPM	79019	
KLC4	89953	
C12orf45	121053	
POLR2M	81488	
ZNF581	51545	
GPATCH2	55105	
CARD9	64170	
SPAG11B	10407	
ZNF580	51157	
SEMA3D	223117	
CACNA1D	776	
PPIP5K2	23262	
WASHC4	23325	
CCDC112	153733	
SPATA17	128153	
PLEKHA5	54477	
HMGN3	9324	
RLIM	51132	
IRF9	10379	
GPSM1	26086	
HPDL	84842	
CCDC106	29903	
PPP1R21	129285	
EGR4	1961	
RLF	6018	
RRP15	51018	
PARL	55486	
GIN1	54826	
TENT4B	64282	
AL136295.5		
RPGRIP1	57096	
SYT10	341359	
HSD17B3	3293	00140+1.1.1.64
HSD17B3	3293	
IARS	3376	00970+6.1.1.5
TFCP2L1	29842	
ELAC2	60528	
IARS	3376	
TMX1	81542	
TMCO2	127391	
SLC35D2	11046	
ADAMTS7	11173	
BIRC2	329	
XPNPEP2	7512	
EEF2K	29904	
KCNH3	23416	
NBPF6	653149	
CFI	3426	
SLC2A7	155184	
ZC3H12A	80149	
TGFB2	7042	
LANCL2	55915	
CALHM2	51063	
MYOCD	93649	
AC131160.1	55486	
CDK10	8558	
ING5	84289	
AKR7L	246181	
MAP6D1	79929	
PSME2	5721	
SLC38A1	81539	
PLA2G12A	81579	00592+3.1.1.4
PLA2G12A	81579	00564+3.1.1.4
PLA2G12A	81579	00591+3.1.1.4
PLA2G12A	81579	00590+3.1.1.4
PLA2G12A	81579	00565+3.1.1.4
PLA2G12A	81579	
ISG15	9636	
AC126283.2		00592+3.1.1.4
AC126283.2		00564+3.1.1.4
AC126283.2		00591+3.1.1.4
AC126283.2		00590+3.1.1.4
AC126283.2		00565+3.1.1.4
DGKA	1606	00561+2.7.1.107
DGKA	1606	04070+2.7.1.107
DGKA	1606	00564+2.7.1.107
C1QL1	10882	
FAM102B	284611	
AKR7A3	22977	
LYPLAL1	127018	
AL160269.1	11046	
GPR146	115330	
PRR35	146325	
GPER1	2852	
TLN2	83660	
ALG10	84920	00510+2.4.1.256
RENBP	5973	
SNX16	64089	
ALG10	84920	
ALDOB	229	00680+4.1.2.13
ALDOB	229	00051+4.1.2.13
ALDOB	229	00030+4.1.2.13
ALDOB	229	00010+4.1.2.13
ALDOB	229	00710+4.1.2.13
MCRS1	10445	
TBCA	6902	
SLC22A3	6581	
RPL26L1	51121	
PSMB7	5695	
ZC3H12B	340554	
KIAA1211	57482	
CALHM1	255022	
CPSF7	79869	
FBXO48	554251	
RND2	8153	
CTU2	348180	
ABR	29	05165+2.7.11.1
ABR	29	04150+2.7.11.1
ABR	29	04926+2.7.11.1
ABR	29	04714+2.7.11.1
ABR	29	04151+2.7.11.1
C7orf50	84310	
SLC22A12	116085	
ZNF14	7561	
ADCY5	111	00230+4.6.1.1
ZMPSTE24	10269	00900+3.4.24.84
DGKA	1606	
ADCY5	111	
PLPBP	11212	00473+5.1.1.1
SLC27A4	10999	
SLC30A10	55532	
FRMD6	122786	
GRM3	2913	
APLF	200558	
MMP21	118856	
ATXN7L1	222255	
SNX7	51375	
PLPBP	11212	
NRDC	4898	
MROH2A	339766	
LCA5	167691	
PEX6	5190	
LIN28A	79727	
PROKR1	10887	
TMEM131	23505	
POMK	84197	00515+2.7.1.183
LONRF3	79836	
AC064853.2		
C10orf105	414152	
SCYGR2		
PSMD4	5710	
SCYGR10		
FNDC4	64838	
ZMYM5	9205	
HTR3A	3359	
TCEAL2	140597	
CALHM3	119395	
SPATA2L	124044	
RNF216	54476	
SOCS3	9021	
VSIR	64115	
HJURP	55355	
GNMT	107080644	
GNMT	27232	
PSD2	84249	
PDGFRB	5159	
MS4A8	83661	
NEURL1	9148	
ATP2A2	488	
SNORC	389084	
TANGO6	79613	
ATAD1	84896	
PIEZO1	9780	
URM1	81605	
PPIL3	53938	
ZNF506	440515	
TLDC2	140711	
TMEM19	55266	
RASA3	22821	
ZSCAN12	9753	
TRIM62	55223	
TLR9	54106	
TRPV5	56302	
AC097637.1		
C2orf83	56918	
MFSD10	10227	
SCYGR4		
KCNJ13	3769	
SCYGR3		
THAP2	83591	
ZSCAN23	222696	
LLCFC1	135927	
SHKBP1	92799	
AC073612.1		
ZFY	7544	
DAZAP1	26528	
SSPO	23145	
IER5L	389792	
ZNF7	7553	
FGB	2244	
CLN3	1201	
KLHL33	123103	
ZNF354B	117608	
CLEC9A	283420	
DCLK1	9201	
MYO18A	399687	
CD24	100133941	
TWF2	11344	
ZDHHC21	340481	
MEAF6	64769	
SYNPO2	171024	
PPP1R32	220004	
UBR3	130507	
PLPPR5	163404	
ZFC3H1	196441	
ANO2	57101	
HACD2	201562	00062+4.2.1.134
ZFP2	80108	
AL645941.2		
EPRS	2058	00970+6.1.1.15
EPRS	2058	00970+6.1.1.17
EPRS	2058	00860+6.1.1.17
COMMD5	28991	
EPRS	2058	
FAM86B2	653333	
C6orf203	51250	
NOX3	50508	
AKR1D1	6718	
BEND3	57673	
AGRN	375790	
CLK1	1195	
ARL6IP1	23204	
U2AF2	11338	
FBXO46	23403	
ATP6V0E1	8992	
HSDL1	83693	
BHMG1	388553	
PLPPR4	9890	00600+3.1.3.4
PLPPR4	9890	00565+3.1.3.4
PLPPR4	9890	00561+3.1.3.4
PLPPR4	9890	00564+3.1.3.4
NSMF	26012	
PRDM11	56981	
ZNF687	57592	
GPX6	257202	
DOCK10	55619	
CREBRF	153222	
GBGT1	26301	
ABLIM1	3983	
BPNT1	10380	
PDE4DIP	9659	
NCBP2L	392517	
GPX5	2880	
TMEM246	84302	
TSC22D3	1831	
SAMHD1	25939	
FEM1C	56929	
PEX5	5830	
SH3BGRL2	83699	
DPF3	8110	
ATRN	8455	
TIAF1	9220	
PYM1	84305	
HENMT1	113802	
PAIP2	51247	
RPS15A	6210	
ATP6V1G2-DDX39B		
PKHD1	5314	
NEXMIF	340533	
TRIR	79002	
SIX5	147912	
AC011530.1		
ZNF454	285676	
AC138811.2		
ASNA1	439	
ETV5	2119	
SLC35G4	646000	
IARS2	55699	00970+6.1.1.5
KIR3DP1		
D2HGDH	728294	
EPN1	29924	
BNIP1	662	
CDH23	64072	
ANXA3	306	
EGLN3	112399	
TRPM4	54795	
HSFY1	86614	
PDSS2	57107	
PGS1	9489	00564+2.7.8.5
CPHXL	105371346	
SLC23A1	9963	
NMT1	4836	
PGS1	9489	
VPS13B	157680	
NLRP9	338321	
SPTSSA	171546	
PI4KB	5298	
GRM6	2916	
FAM129C	199786	
MYLK	4638	
CHRNA2	1135	
FAM78A	286336	
FBXO27	126433	
PANX2	56666	
ITGA9	3680	
SOBP	55084	
XPNPEP3	63929	
DNAJB7	150353	
PRPF38B	55119	
ARFGAP1	55738	
NOP14	8602	
ZNF879	345462	
HBA2	3040	
MRPS34	65993	
RAB3GAP2	25782	
ZNF354C	30832	
DNAH17	8632	
ARNTL2	56938	
SASH3	54440	
RAB21	23011	
MID2	11043	
PRKCE	5581	
RFPL4A	342931	
KARS	3735	00970+6.1.1.6
ACBD4	79777	
RFPL4AL1	729974	
DGKG	1608	00561+2.7.1.107
DGKG	1608	04070+2.7.1.107
DGKG	1608	00564+2.7.1.107
MOB2	81532	
KARS	3735	
SCML4	256380	
NR2E3	10002	
AKR7A2	8574	
FNDC7	163479	
HMMR	3161	
DUXB	100033411	
PRKCE	5581	04070+2.7.11.13
SNX2	6643	
TERF2IP	54386	
AC025287.4		
RPAP1	26015	
CDHR3	222256	
MYOZ2	51778	
DCAKD	79877	00770+2.7.1.24
ADGRD2	347088	
TCEAL6	158931	
BEST2	54831	
ANAPC7	51434	
GEMIN5	25929	
TRIP4	9325	
C9orf84	158401	
BEX5	340542	
ZNF862	643641	
SYT13	57586	
NLRP11	204801	
PLCD3	113026	00562+3.1.4.11
PLCD3	113026	04070+3.1.4.11
TLR4	7099	
SNIP1	79753	
COX6C	1345	
MARK1	4139	05165+2.7.11.1
MARK1	4139	04150+2.7.11.1
MARK1	4139	04926+2.7.11.1
MARK1	4139	04714+2.7.11.1
MARK1	4139	04151+2.7.11.1
TEX13B	56156	
ADCYAP1R1	117	
DMPK	1760	05165+2.7.11.1
DMPK	1760	04150+2.7.11.1
DMPK	1760	04926+2.7.11.1
DMPK	1760	04714+2.7.11.1
DMPK	1760	04151+2.7.11.1
CNKSR1	10256	
AL160272.2		
TMED7	51014	
C1orf115	79762	
TCP11X1	100996631	
CPA5	93979	
MARC2	54996	
SLC38A2	54407	
TICAM2	353376	
MARC2	54996	00790+2.8.1.9
CD96	10225	
CD44	960	
CCL19	6363	
TMED7-TICAM2	100302736	
SNAPC4	6621	
NUBP2	10101	
ARPC3	10094	
SH3PXD2A	9644	
MARC1	64757	00790+2.8.1.9
SUPT16H	11198	
GON4L	54856	
CCL21	6366	
MARC1	64757	
NLRP4	147945	
DMPK	1760	
TCF21	6943	
MTRNR2L12	100462981	
TCERG1	10915	
ZDHHC13	54503	
VSIG1	340547	
SCYGR5		
HLX	3142	
KEL	3792	
MYL1	4632	
ELOVL4	6785	00062+2.3.1.199
GNL2	29889	
ARHGAP1	392	
ZMYND11	10771	
MANSC1	54682	
ZNF253	56242	
DUSP10	11221	04658+3.1.3.16
DUSP10	11221	04660+3.1.3.16
DNALI1	7802	
PLPP7	84814	
HSFY2	159119	
ZBTB16	7704	
ACP7	390928	
DMWD	1762	
VOPP1	81552	
NYAP2	57624	
DUSP10	11221	
SLC19A3	80704	
ABCC4	10257	
EFHD2	79180	
ZBED2	79413	
RALGDS	5900	
IL31	386653	
IRS1	3667	
HCFC1	3054	
GPN3	51184	
NHLRC4	283948	
STXBP3	6814	
NNMT	4837	
EAPP	55837	
LRRC43	254050	
AP3B1	8546	
AKAP5	9495	
PIGQ	9091	
DCAF4	26094	
ZNF93	81931	
ZBTB1	22890	
ALG10B	144245	00510+2.4.1.256
FAM205A	259308	
ALG10B	144245	
AL162417.1		
OSGEP	55644	
RWDD1	51389	
SPSB3	90864	
CFAP97D2	101929355	
MRPL22	29093	
LPA	4018	
ZBTB25	7597	
ZNF362	149076	
TAS2R4	50832	
HHIPL2	79802	
FAM216A	29902	
TAS2R3	50831	
RHBDD1	84236	
FGA	2243	
AC116366.3		
NLRP13	126204	
SMCO2	341346	
CHD5	26038	
MAP3K7CL	56911	
MDM2	4193	
NLRP8	126205	
STAP2	55620	
SNF8	11267	
AC048338.1		
MTHFD1	4522	00720+6.3.4.3
MTHFD1	4522	00670+6.3.4.3
MTHFD1	4522	00720+1.5.1.5+3.5.4.9
MTHFD1	4522	00670+1.5.1.5+3.5.4.9
COL9A2	1298	
EME2	197342	
ODF3L2	284451	
TAF1A	9015	
STN1	79991	
ZNF573	126231	
LARS2	23395	00970+6.1.1.4
RBM39	9584	
NLRP5	126206	
ANKRD40CL	55018	
IGFALS	3483	
ZNF682	91120	
LARS2	23395	
NEUROD6	63974	
A3GALT2	127550	
DIABLO	56616	
RPL22	6146	
TMEM187	8269	
ADAMTS2	9509	
TPGS1	91978	
MZB1	51237	
HSPA2	3306	
MADCAM1	8174	
EYA4	2070	
IRF1	3659	
EPHA6	285220	
REL	5966	
PROB1	389333	
NKX2-5	1482	
KRT81	3887	
FAM205C	100129969	
KRT86	3892	
PHC2	1912	
ABCA3	21	
ICMT	23463	00900+2.1.1.100
TAF1C	9013	
HTR1E	3354	
ICMT	23463	
TERF2	7014	
RAD50	10111	
AL031847.2		
CATSPER4	378807	
RAD9B	144715	
AC026464.1		
TBC1D15	64786	
SLC33A1	9197	
RNF207	388591	
KRT7	3855	
CDX1	1044	
PCYOX1	51449	
NEU4	129807	00600+3.2.1.18
NEU4	129807	00511+3.2.1.18
C3orf33	285315	
NRG2	9542	
AL451062.3		
SEC63	11231	
VPS29	51699	
ZNF367	195828	
PMPCA	23203	
NEU4	129807	
AC104472.3		
CTRC	11330	
SLC38A4	55089	
COL4A4	1286	
SLC6A16	28968	
ZNF609	23060	
RSPH4A	345895	
PHF24	23349	
TRABD	80305	
SLC6A7	6534	
CER1	9350	
KDM4A	9682	
CPM	1368	
GAL3ST2	64090	
MAD2L2	10459	
STC2	8614	
ZUP1	221302	
BRINP1	1620	
ZNF486	90649	
VPS33A	65082	
ADGRB2	576	
PATL2	197135	
SCYGR6		
SCYGR7		
MIA3	375056	
GNAT1	2779	
SEPT3	55964	
C17orf64	124773	
VWA3B	200403	
KCNJ4	3761	
ZNF90	7643	
PSG9	5678	
DUT	1854	00240+3.6.1.23
DUT	1854	00983+3.6.1.23
CGA	1081	
B3GNT4	79369	
PNPLA7	375775	
PLEKHG3	26030	
ADAD2	161931	
CAMK2A	815	
RBM7	10179	
SYT11	23208	
GPATCH2L	55668	
SELENOO	83642	
CERCAM	51148	
IL13	3596	
PSMD10	5716	
DNAAF1	123872	
AC026464.3		
C11orf71	54494	
ENTR1	10807	
KDELR3	11015	
DUT	1854	
SPATA24	202051	
PDF	64146	
IL5	3567	
CHTF8	54921	
BROX	148362	
RIT1	6016	
ESPNL	339768	
KIF4B	285643	
KRT83	3889	
SNX6	58533	
USP32	84669	
CPNE8	144402	
CDC14B	8555	
AIDA	64853	
RHOT1	55288	
PLG	5340	
GNG2	54331	
MRPL41	64975	
NPIPB7		
AEBP2	121536	
KPNA5	3841	
FGG	2266	
FAM177B	400823	
HAS3	3038	
PAK4	10298	05165+2.7.11.1
PAK4	10298	04150+2.7.11.1
PAK4	10298	04926+2.7.11.1
PAK4	10298	04714+2.7.11.1
PAK4	10298	04151+2.7.11.1
TMEM123	114908	
DDX17	10521	
HABP4	22927	
CASP9	842	
VWF	7450	
AC138894.1		
KHDC4	22889	
LAS1L	81887	
VPS4A	27183	
ZNF787	126208	
SWI5	375757	
GAS7	8522	
AC026464.6		
REXO2	25996	
SCYGR8		
BORCS5	118426	
RXFP4	339403	
TRO	7216	
ZNF408	79797	
CLASP1	23332	
NIP7	51388	
KRT85	3891	
SPTB	6710	
ITPRID1	223075	
DISP1	84976	
CELA2A	63036	
DUSP16	80824	04658+3.1.3.16
DUSP16	80824	04660+3.1.3.16
MS4A18	728588	
CPNE9	151835	
ADCY7	113	
DUSP16	80824	
AP002373.1		
ATP6V0E2	155066	
KRT82	3888	
TOE1	114034	
LRRC45	201255	
MTHFD2L	441024	
TLR5	7100	
TGIF2LY	90655	
RFX5	5993	
C5orf47	133491	
KRT84	3890	
GPR151	134391	
PAK4	10298	
COG8	84342	
CELA2B	51032	
MTHFD2L	441024	00720+1.5.1.5+3.5.4.9
MTHFD2L	441024	00670+1.5.1.5+3.5.4.9
KLHL30	377007	
GFRA4	64096	
FUNDC1	139341	
SGCD	6444	
KRT75	9119	
AC026464.4		
ZSCAN20	7579	
ERVMER34-1	100288413	
PPP1R9A	55607	
TMED6	146456	
FAM162B	221303	
NXF2	56001	
NR5A1	2516	
CENPX	201254	
PRDM10	56980	
STON1	11037	
Z82190.2		
ERFE	151176	
ZNF26	7574	
YWHAH	7533	
LYPD8	646627	
ARSI	340075	
ADCY7	113	00230+4.6.1.1
KEAP1	9817	
PPTC7	160760	04658+3.1.3.16
PPTC7	160760	04660+3.1.3.16
GPRC6A	222545	
SH3BP5L	80851	
RPAP3	79657	
GTF2A1L	11036	
CCDC169-SOHLH2	100526761	
SCRT1	83482	
SUSD4	55061	
ZNF672	79894	
GPSM2	29899	
AADAT	51166	
MS4A15	219995	
DHDDS	79947	
BRD7	29117	
SNX24	28966	
PDE3A	5139	
NDUFS2	4720	
ESRRB	2103	
CCDC185	164127	
CDK15	65061	
CAPN8	388743	
HSPB6	126393	
PPIC	5480	
PQLC2	54896	
NOTCH3	4854	
KRT6B	3854	
PSAT1	29968	00260+2.6.1.52
PSAT1	29968	00680+2.6.1.52
PSAT1	29968	00750+2.6.1.52
ARID4A	5926	
CDK1	983	
SPDYE1	285955	
ZNF692	55657	
PPP2R2B	5521	
SLC35A1	10559	
KRT6C	286887	
GOLGA2	2801	
ARHGEF2	9181	
OBP2B	29989	
ADAMTS4	9507	
MUTYH	4595	
NRXN2	9379	
EPS15L1	58513	
CETN3	1070	
ARHGAP25	9938	
TCTN1	79600	
RASL11B	65997	
RFX6	222546	
LHCGR	3973	
CFAP206	154313	
CAPN2	824	
UBE2D4	51619	
AC073082.1		
CCDC169	728591	
ZNF84	7637	
KRT6A	3853	
AC139530.2		
AL049697.1		
KHDRBS3	10656	
MAT2B	27430	
PRRC2B	84726	
NR6A1	2649	
MIA2	4253	
FREM1	158326	
CRYBA1	1411	
SLC25A10	1468	
PALMD	54873	
NRGN	4900	
CLCC1	23155	
RSPH6A	81492	
AC145029.2		
VGLL2	245806	
PGBD2	267002	
SOHLH2	54937	
STON1-GTF2A1L	286749	
MRPL12	6182	
CEP85	64793	
VSIG2	23584	
COLGALT1	79709	
CREBL2	1389	
CCL20	6364	
SMG1	23049	05165+2.7.11.1
SMG1	23049	04150+2.7.11.1
SMG1	23049	04926+2.7.11.1
SMG1	23049	04714+2.7.11.1
SMG1	23049	04151+2.7.11.1
FRRS1	391059	
SSR2	6746	
ZNF140	7699	
IMPDH2	3615	00983+1.1.1.205
IMPDH2	3615	00230+1.1.1.205
GPR19	2842	
POLR3G	10622	
SMG1	23049	
BLM	641	
DHRS7B	25979	
IMPDH2	3615	
VASH1	22846	
S1PR5	53637	
ZNF891	101060200	
AC233992.2		
USP53	54532	
PURA	5813	
ADH1C	126	
TMEM249	340393	
FCER1G	2207	
PEX13	5194	
IGHV7-4-1		
AKNAD1	254268	
MBLAC2	153364	
ESAM	90952	
ANGEL1	23357	
IGHV3-64D		
ARL5C	390790	
IGHV5-10-1		
ARL6	84100	
FAM160B1	57700	
HGSNAT	138050	
AL449266.1		
IGIP	492311	
APOA2	336	
P2RY6	5031	
HPS5	11234	
CTNND2	1501	
F2	2147	
FBXL6	26233	
LANCL1	10314	
PLPPR2	64748	00600+3.1.3.4
PLPPR2	64748	00565+3.1.3.4
PLPPR2	64748	00561+3.1.3.4
PLPPR2	64748	00564+3.1.3.4
ADH1B	125	
TTK	7272	
DAW1	164781	
TP53BP2	7159	
CNOT9	9125	
KIAA1324L	222223	
ZNF444	55311	
KRT5	3852	
DUSP21	63904	04658+3.1.3.16
DUSP21	63904	04660+3.1.3.16
IL31RA	133396	
MS4A10	341116	
SCFD2	152579	
PLCXD2	257068	
MMP7	4316	
PUS10	150962	
COL4A3	1285	
TCP11X2	100996648	
TRPM8	79054	
SHMT1	6470	00260+2.1.2.1
SHMT1	6470	00460+2.1.2.1
SHMT1	6470	00680+2.1.2.1
SHMT1	6470	00630+2.1.2.1
SHMT1	6470	00670+2.1.2.1
SHMT1	6470	
PPP1R7	5510	
MYB	4602	
TRIM54	57159	
HVCN1	84329	
NUFIP2	57532	
SLC52A2	79581	
AC235565.2		
FBXO28	23219	
UCN	7349	
SMCR8	140775	
DPH7	92715	
GIP	2695	
DCLK3	85443	
DEGS1	8560	00600+1.14.19.17
KLHL40	131377	
PREX1	57580	
MFF	56947	
CDKN1B	1027	
SWSAP1	126074	
NXF2B	728343	
PFDN1	5201	
TRIM24	8805	
C7orf57	136288	
PDCD1	5133	
CYSTM1	84418	
PGM2L1	283209	00520+5.4.2.10
HBA1	3039	
NCCRP1	342897	
ZNF268	10795	
PCDH11Y	83259	
KCNE3	10008	
MYO9A	4649	
APPL2	55198	
PTGDR2	11251	
SPEF2	79925	
CCDC86	79080	
EPGN	255324	
IRAK1	3654	05165+2.7.11.1
IRAK1	3654	04150+2.7.11.1
IRAK1	3654	04926+2.7.11.1
IRAK1	3654	04714+2.7.11.1
IRAK1	3654	04151+2.7.11.1
RAPGEF3	10411	
NVL	4931	
SPHKAP	80309	
HBQ1	3049	
ACTR3	10096	
AC026786.1		
KAT8	84148	
SMAP2	64744	
SETD2	29072	
SENP8	123228	
ZNF208	7757	
DDX47	51202	
RBX1	9978	
IRAK1	3654	
PHLDB2	90102	
ZNF10	7556	
WFIKKN2	124857	
CHST1	8534	
APOLD1	81575	
ERG	2078	
C12orf75	387882	
PASK	23178	
PPP1R17	10842	
TOB1	10140	
SETD2	29072	00310+2.1.1.43
AC068580.4		
TMEM11	8834	
NUAK1	9891	
RPRM	56475	
SELENBP1	8991	
HMGN2	3151	
SLC35C1	55343	
SLC48A1	55652	
ABCC5	10057	
MSN	4478	
CLIP1	6249	
ZNF257	113835	
TCP11L2	255394	
ADGRA2	25960	
MMP20	9313	
TCP11	6954	
ARID1B	57492	
RSPO1	284654	
PID1	55022	
RHOBTB1	9886	
SEPT14	346288	
TESK2	10420	
CLSTN2	64084	
HOOK2	29911	
DNAJB5	25822	
HBEGF	1839	
WDR87	83889	
UBQLN4	56893	
MAP3K4	4216	
SYPL1	6856	
PPP1R2B	153743	
CKAP4	10970	
LMLN	89782	
STXBP5L	9515	
SPOCD1	90853	
SLK	9748	05165+2.7.11.1
SLK	9748	04150+2.7.11.1
SLK	9748	04926+2.7.11.1
SLK	9748	04714+2.7.11.1
SLK	9748	04151+2.7.11.1
LAMTOR2	28956	
C1orf109	54955	
BRF2	55290	
CACNB1	782	
DNER	92737	
IGF2BP1	10642	
RNF223	401934	
TOMM40L	84134	
UBE2L5	171222	
LYSMD3	116068	
RAB25	57111	
PON1	5444	00627+3.1.8.1
PON1	5444	00363+3.1.1.2
PON1	5444	
GALP	85569	
MEX3A	92312	
MAST1	22983	05165+2.7.11.1
MAST1	22983	04150+2.7.11.1
MAST1	22983	04926+2.7.11.1
MAST1	22983	04714+2.7.11.1
MAST1	22983	04151+2.7.11.1
ADGRV1	84059	
UGCG	7357	00600+2.4.1.80
ZSCAN5B	342933	
PRDM6	93166	
IL17A	3605	
ZSCAN5C	649137	
CTSD	1509	
TIMD4	91937	
IL17F	112744	
PSMB4	5692	
CDO1	1036	00270+1.13.11.20
CDO1	1036	00430+1.13.11.20
RIOX2	84864	
RNASEH2A	10535	
GMPS	8833	00230+6.3.5.2
GMPS	8833	00983+6.3.5.2
LIMS1	3987	
JUNB	3726	
CFL2	1073	
ZNF98	148198	
ZCCHC8	55596	
EDDM13	100506374	
NOC3L	64318	
KRI1	65095	
ZNF492	57615	
PRDX2	7001	00480+1.11.1.15
CRYBG3	131544	
ZP1	22917	
THSD8		
LRAT	9227	
CNIH4	29097	
NAGA	4668	00600+3.2.1.22
NAGA	4668	00561+3.2.1.22
NAGA	4668	00603+3.2.1.22
NAGA	4668	00052+3.2.1.22
NID2	22795	
GRIK1	2897	
ZFYVE1	53349	
SACM1L	22908	
M1AP	130951	
WBP2NL	164684	
KYNU	8942	00380+3.7.1.3
CNGA3	1261	
SPP2	6694	
RFX4	5992	
KYNU	8942	
ADH7	131	00980+1.1.1.1
ADH7	131	00350+1.1.1.1
ADH7	131	00071+1.1.1.1
ADH7	131	00830+1.1.1.1
ADH7	131	00982+1.1.1.1
ADH7	131	00260+1.1.1.1
ADH7	131	00625+1.1.1.1
ADH7	131	00626+1.1.1.1
ADH7	131	00010+1.1.1.1
ADH7	131	00592+1.1.1.1
PPP1CC	5501	04658+3.1.3.16
PPP1CC	5501	04660+3.1.3.16
CDK5RAP3	80279	
OCM	654231	
PPP1CC	5501	
RTRAF	51637	
TMSB15A	11013	
BACH1	100379661	
BACH1	571	
OLFML2A	169611	
ZSCAN5A	79149	
BMP10	27302	
RTBDN	83546	
CDC34	997	
CNIH3	149111	
LIMD1	8994	
RBM46	166863	
DMC1	11144	
ATG4D	84971	
HDAC7	51564	
STK32A	202374	
EREG	2069	
TSPY2	64591	
PRSS8	5652	
LONRF1	91694	
SIPA1L3	23094	
ZNF582	147948	
FFAR1	2864	
ACTR3C	653857	
GKN3P		
HDC	3067	
KIAA0586	9786	
WDR26	80232	
ZNF276	92822	
ADAM33	80332	
NATD1	256302	
MSANTD2	79684	
GKN2	200504	
RARRES2	5919	
EP300	2033	
KDM6A	7403	
TPH2	121278	00790+1.14.16.4
TPH2	121278	00380+1.14.16.4
ZBED6CL	113763	
CNDP1	84735	
PPP2R5D	5528	
CCDC63	160762	
LRRC61	65999	
POLR3B	55703	00230+2.7.7.6
POLR3B	55703	00240+2.7.7.6
WFIKKN1	117166	
RPS15	6209	
RPS6KB2	6199	
CCZ1	51622	
HAVCR1	26762	
MYO3B	140469	05165+2.7.11.1
MYO3B	140469	04150+2.7.11.1
MYO3B	140469	04926+2.7.11.1
MYO3B	140469	04714+2.7.11.1
MYO3B	140469	04151+2.7.11.1
MYO3B	140469	
EPHX3	79852	
NAMPT	10135	00760+6.3.4.21
RAB40C	57799	
RPS6KB2	6199	05165+2.7.11.1
RPS6KB2	6199	04150+2.7.11.1
RPS6KB2	6199	04926+2.7.11.1
RPS6KB2	6199	04714+2.7.11.1
RPS6KB2	6199	04151+2.7.11.1
MEA1	4201	
TRHDE	29953	
ENDOU	8909	
IL32	9235	
BMP2K	55589	
NAMPT	10135	
RSPH10B	222967	
PRPF19	27339	
FAM186B	84070	
TIMM9	26520	
RIC8B	55188	
UCK1	83549	00240+2.7.1.48
UCK1	83549	00983+2.7.1.48
SLCO1C1	53919	
UCK1	83549	
PRR15L	79170	
CDCA8	55143	
ATXN7L3B	552889	
PAQR3	152559	
TOMM20L	387990	
ZMYM2	7750	
PRPF40B	25766	
RTP5	285093	
EED	8726	
PAX4	5078	
GALNT13	114805	
SYCN	342898	
INPP5E	56623	
KLHDC3	116138	
C4orf17	84103	
AC131097.2	285095	
ODF2	4957	
NSG2	51617	
PNPO	55163	00750+1.4.3.5
KCNC2	3747	
GZMM	3004	
DNAH14	127602	
DNAJB11	51726	
RALYL	138046	
EPAS1	2034	
GKN1	56287	
IFNL3	282617	
FZD7	8324	
NR1I3	9970	
CD9	928	
AHSG	197	
PNPO	55163	
FANCA	2175	
SH3BGRL3	83442	
CRYGS	1427	
